run_id,experiment,strategy,label,isolation_level,mode,concurrency,accounts,max_streams,race_delay_ms,granted,rejected,retries,deadlocks,lock_timeouts,errors,violations,p50_ms,p95_ms,throughput_rps,wall_ms,batch_id,trial
2795,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,1,1,0,64,0,0,0,0,0,63,30.84,50.89,1205.92,53.07,52871cd8-c451-4417-b658-135e85f7adb5,9
2796,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,1,1,0,64,0,0,0,0,0,63,30.55,49.19,1245.95,51.37,52871cd8-c451-4417-b658-135e85f7adb5,10
2797,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,1,1,20,64,0,0,0,0,0,63,49.5,67.7,911.75,70.2,52871cd8-c451-4417-b658-135e85f7adb5,1
2798,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,1,1,20,64,0,0,0,0,0,63,50.86,78.97,789.68,81.05,52871cd8-c451-4417-b658-135e85f7adb5,2
2799,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,1,1,20,64,0,0,0,0,0,63,53.79,72.58,841.59,76.05,52871cd8-c451-4417-b658-135e85f7adb5,3
2800,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,1,1,20,64,0,0,0,0,0,63,59.2,78.5,777.04,82.36,52871cd8-c451-4417-b658-135e85f7adb5,4
2801,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,1,1,20,64,0,0,0,0,0,63,54.71,78.03,780.01,82.05,52871cd8-c451-4417-b658-135e85f7adb5,5
2802,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,1,1,20,64,0,0,0,0,0,63,57.35,76.43,800.91,79.91,52871cd8-c451-4417-b658-135e85f7adb5,6
2803,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,1,1,20,64,0,0,0,0,0,63,59.75,78.48,781.21,81.92,52871cd8-c451-4417-b658-135e85f7adb5,7
2804,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,1,1,20,64,0,0,0,0,0,63,59.26,84.26,731.02,87.55,52871cd8-c451-4417-b658-135e85f7adb5,8
2805,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,1,1,20,64,0,0,0,0,0,63,58.28,80.27,763.8,83.79,52871cd8-c451-4417-b658-135e85f7adb5,9
2806,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,1,1,20,64,0,0,0,0,0,63,53.5,71.57,861.03,74.33,52871cd8-c451-4417-b658-135e85f7adb5,10
2807,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,16,1,0,64,0,0,0,0,0,48,18.23,21.14,2799.29,22.86,52871cd8-c451-4417-b658-135e85f7adb5,1
2808,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,16,1,0,64,0,0,0,0,0,48,18.04,20.97,2811.62,22.76,52871cd8-c451-4417-b658-135e85f7adb5,2
2809,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,16,1,0,64,0,0,0,0,0,48,17.02,21.9,2882.25,22.2,52871cd8-c451-4417-b658-135e85f7adb5,3
2810,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,16,1,0,64,0,0,0,0,0,48,17.85,20.17,2987.75,21.42,52871cd8-c451-4417-b658-135e85f7adb5,4
2811,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,16,1,0,64,0,0,0,0,0,48,15,19.29,3240.77,19.75,52871cd8-c451-4417-b658-135e85f7adb5,5
2812,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,16,1,0,64,0,0,0,0,0,48,17.33,20.31,3108.34,20.59,52871cd8-c451-4417-b658-135e85f7adb5,6
2813,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,16,1,0,64,0,0,0,0,0,48,16.24,19.69,3197.69,20.01,52871cd8-c451-4417-b658-135e85f7adb5,7
2814,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,16,1,0,64,0,0,0,0,0,48,16.54,20.48,3063.14,20.89,52871cd8-c451-4417-b658-135e85f7adb5,8
2815,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,16,1,0,64,0,0,0,0,0,48,17.24,20.81,3031.8,21.11,52871cd8-c451-4417-b658-135e85f7adb5,9
2816,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,16,1,0,64,0,0,0,0,0,48,17.47,20.42,3009.2,21.27,52871cd8-c451-4417-b658-135e85f7adb5,10
2817,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,16,1,20,64,0,0,0,0,0,48,47.14,52.26,1220.45,52.44,52871cd8-c451-4417-b658-135e85f7adb5,1
2818,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,16,1,20,64,0,0,0,0,0,48,37.72,40.06,1564.58,40.91,52871cd8-c451-4417-b658-135e85f7adb5,2
2819,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,16,1,20,64,0,0,0,0,0,48,36.63,39.32,1608.06,39.8,52871cd8-c451-4417-b658-135e85f7adb5,3
2820,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,16,1,20,64,0,0,0,0,0,48,39.41,42.02,1507.34,42.46,52871cd8-c451-4417-b658-135e85f7adb5,4
2821,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,16,1,20,64,0,0,0,0,0,48,39.98,43.12,1455.32,43.98,52871cd8-c451-4417-b658-135e85f7adb5,5
2822,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,16,1,20,64,0,0,0,0,0,48,37.5,40.34,1554.46,41.17,52871cd8-c451-4417-b658-135e85f7adb5,6
2823,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,16,1,20,64,0,0,0,0,0,48,37.5,41.55,1528.93,41.86,52871cd8-c451-4417-b658-135e85f7adb5,7
2824,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,16,1,20,64,0,0,0,0,0,48,39,41.45,1480.53,43.23,52871cd8-c451-4417-b658-135e85f7adb5,8
2825,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,16,1,20,64,0,0,0,0,0,48,39.6,42.9,1476.39,43.35,52871cd8-c451-4417-b658-135e85f7adb5,9
2826,STREAM_LIMIT,NAIVE,NAIVE,AUTOCOMMIT,NORMAL,64,16,1,20,64,0,0,0,0,0,48,39.11,41.74,1497.28,42.74,52871cd8-c451-4417-b658-135e85f7adb5,10
2827,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,1,1,0,2,0,0,0,0,0,1,2.31,2.81,659.7,3.03,52871cd8-c451-4417-b658-135e85f7adb5,1
2828,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,1,1,0,2,0,0,0,0,0,1,2.3,3.2,618.14,3.24,52871cd8-c451-4417-b658-135e85f7adb5,2
2829,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,1,1,0,2,0,0,0,0,0,1,1.88,2.75,717.09,2.79,52871cd8-c451-4417-b658-135e85f7adb5,3
2830,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,1,1,0,2,0,0,0,0,0,1,1.9,3,659.23,3.03,52871cd8-c451-4417-b658-135e85f7adb5,4
2831,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,1,1,0,2,0,0,0,0,0,1,1.97,2.8,700.61,2.85,52871cd8-c451-4417-b658-135e85f7adb5,5
2832,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,1,1,0,2,0,0,0,0,0,1,2.01,2.86,689.41,2.9,52871cd8-c451-4417-b658-135e85f7adb5,6
2833,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,1,1,0,2,0,0,0,0,0,1,1.83,2.65,744.52,2.69,52871cd8-c451-4417-b658-135e85f7adb5,7
2834,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,1,1,0,2,0,0,0,0,0,1,2.15,2.98,661.58,3.02,52871cd8-c451-4417-b658-135e85f7adb5,8
2835,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,1,1,0,2,0,0,0,0,0,1,2.14,2.96,667.11,3,52871cd8-c451-4417-b658-135e85f7adb5,9
2836,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,1,1,0,2,0,0,0,0,0,1,1.89,3.29,600.54,3.33,52871cd8-c451-4417-b658-135e85f7adb5,10
2837,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,1,1,20,2,0,0,0,0,0,1,23.74,25.12,79.48,25.16,52871cd8-c451-4417-b658-135e85f7adb5,1
2838,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,1,1,20,2,0,0,0,0,0,1,23.76,24.81,80.36,24.89,52871cd8-c451-4417-b658-135e85f7adb5,2
2839,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,1,1,20,2,0,0,0,0,0,1,24.37,25.5,78.42,25.5,52871cd8-c451-4417-b658-135e85f7adb5,3
2840,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,1,1,20,2,0,0,0,0,0,1,23.28,24.72,80.59,24.82,52871cd8-c451-4417-b658-135e85f7adb5,4
2841,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,1,1,20,2,0,0,0,0,0,1,23.86,24.99,79.8,25.06,52871cd8-c451-4417-b658-135e85f7adb5,5
2842,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,1,1,20,2,0,0,0,0,0,1,24.34,25.51,78.17,25.59,52871cd8-c451-4417-b658-135e85f7adb5,6
2843,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,1,1,20,2,0,0,0,0,0,1,24.18,25.22,78.97,25.33,52871cd8-c451-4417-b658-135e85f7adb5,7
2844,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,1,1,20,2,0,0,0,0,0,1,24.14,25.48,78.05,25.62,52871cd8-c451-4417-b658-135e85f7adb5,8
2845,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,1,1,20,2,0,0,0,0,0,1,24.08,25.26,78.89,25.35,52871cd8-c451-4417-b658-135e85f7adb5,9
2846,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,1,1,20,2,0,0,0,0,0,1,24.32,25.73,77.57,25.78,52871cd8-c451-4417-b658-135e85f7adb5,10
2847,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,16,1,0,2,0,0,0,0,0,0,2.24,2.53,772.81,2.59,52871cd8-c451-4417-b658-135e85f7adb5,1
2848,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,16,1,0,2,0,0,0,0,0,0,2.6,2.81,686.86,2.91,52871cd8-c451-4417-b658-135e85f7adb5,2
2849,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,16,1,0,2,0,0,0,0,0,0,2.26,2.47,787.16,2.54,52871cd8-c451-4417-b658-135e85f7adb5,3
2850,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,16,1,0,2,0,0,0,0,0,0,2.28,2.55,750.26,2.67,52871cd8-c451-4417-b658-135e85f7adb5,4
2851,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,16,1,0,2,0,0,0,0,0,0,2.2,2.49,775.86,2.58,52871cd8-c451-4417-b658-135e85f7adb5,5
2852,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,16,1,0,2,0,0,0,0,0,0,2.71,7.59,261.22,7.66,52871cd8-c451-4417-b658-135e85f7adb5,6
2853,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,16,1,0,2,0,0,0,0,0,0,2.3,2.4,814.65,2.46,52871cd8-c451-4417-b658-135e85f7adb5,7
2854,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,16,1,0,2,0,0,0,0,0,0,2.14,2.36,827.76,2.42,52871cd8-c451-4417-b658-135e85f7adb5,8
2855,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,16,1,0,2,0,0,0,0,0,0,2.12,2.24,877.98,2.28,52871cd8-c451-4417-b658-135e85f7adb5,9
2856,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,16,1,0,2,0,0,0,0,0,0,2.06,2.07,938.78,2.13,52871cd8-c451-4417-b658-135e85f7adb5,10
2857,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,16,1,20,2,0,0,0,0,0,0,22.91,23.25,86.02,23.25,52871cd8-c451-4417-b658-135e85f7adb5,1
2858,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,16,1,20,2,0,0,0,0,0,0,24.15,24.29,82.04,24.38,52871cd8-c451-4417-b658-135e85f7adb5,2
2859,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,16,1,20,2,0,0,0,0,0,0,23.54,23.95,83.49,23.95,52871cd8-c451-4417-b658-135e85f7adb5,3
2860,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,16,1,20,2,0,0,0,0,0,0,24.25,24.73,80.7,24.78,52871cd8-c451-4417-b658-135e85f7adb5,4
2861,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,16,1,20,2,0,0,0,0,0,0,25.54,25.58,77.99,25.64,52871cd8-c451-4417-b658-135e85f7adb5,5
2862,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,16,1,20,2,0,0,0,0,0,0,24.49,24.81,80.59,24.82,52871cd8-c451-4417-b658-135e85f7adb5,6
2863,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,16,1,20,2,0,0,0,0,0,0,24.2,24.42,81.88,24.43,52871cd8-c451-4417-b658-135e85f7adb5,7
2864,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,16,1,20,2,0,0,0,0,0,0,24.71,24.85,80.17,24.95,52871cd8-c451-4417-b658-135e85f7adb5,8
2865,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,16,1,20,2,0,0,0,0,0,0,24.27,24.54,81.22,24.62,52871cd8-c451-4417-b658-135e85f7adb5,9
2866,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,2,16,1,20,2,0,0,0,0,0,0,24.23,24.46,81.41,24.57,52871cd8-c451-4417-b658-135e85f7adb5,10
2867,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,1,1,0,8,0,0,0,0,0,7,6.18,9.86,800.6,9.99,52871cd8-c451-4417-b658-135e85f7adb5,1
2868,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,1,1,0,8,0,0,0,0,0,7,5.83,9.65,812.35,9.85,52871cd8-c451-4417-b658-135e85f7adb5,2
2869,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,1,1,0,8,0,0,0,0,0,7,5.96,9.08,858.58,9.32,52871cd8-c451-4417-b658-135e85f7adb5,3
2870,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,1,1,0,8,0,0,0,0,0,7,5.49,9.66,823.67,9.71,52871cd8-c451-4417-b658-135e85f7adb5,4
2871,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,1,1,0,8,0,0,0,0,0,7,5.58,9.05,860.86,9.29,52871cd8-c451-4417-b658-135e85f7adb5,5
2872,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,1,1,0,8,0,0,0,0,0,7,6.57,10.07,779.77,10.26,52871cd8-c451-4417-b658-135e85f7adb5,6
2873,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,1,1,0,8,0,0,0,0,0,7,5.46,8.96,872.66,9.17,52871cd8-c451-4417-b658-135e85f7adb5,7
2874,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,1,1,0,8,0,0,0,0,0,7,5.53,8.83,884.22,9.05,52871cd8-c451-4417-b658-135e85f7adb5,8
2875,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,1,1,0,8,0,0,0,0,0,7,7.87,11.15,703.3,11.37,52871cd8-c451-4417-b658-135e85f7adb5,9
2876,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,1,1,0,8,0,0,0,0,0,7,7.55,12.78,615.99,12.99,52871cd8-c451-4417-b658-135e85f7adb5,10
2877,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,1,1,20,8,0,0,0,0,0,7,28.79,32.37,245.25,32.62,52871cd8-c451-4417-b658-135e85f7adb5,1
2878,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,1,1,20,8,0,0,0,0,0,7,27.63,31.97,248.4,32.21,52871cd8-c451-4417-b658-135e85f7adb5,2
2879,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,1,1,20,8,0,0,0,0,0,7,26.72,30.58,259.25,30.86,52871cd8-c451-4417-b658-135e85f7adb5,3
2880,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,1,1,20,8,0,0,0,0,0,7,27.6,31.52,251.24,31.84,52871cd8-c451-4417-b658-135e85f7adb5,4
2881,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,1,1,20,8,0,0,0,0,0,7,27.4,30.8,257.67,31.05,52871cd8-c451-4417-b658-135e85f7adb5,5
2882,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,1,1,20,8,0,0,0,0,0,7,28.7,32.51,244.73,32.69,52871cd8-c451-4417-b658-135e85f7adb5,6
2883,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,1,1,20,8,0,0,0,0,0,7,28.01,32.08,246.75,32.42,52871cd8-c451-4417-b658-135e85f7adb5,7
2884,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,1,1,20,8,0,0,0,0,0,7,29.72,33.18,238.82,33.5,52871cd8-c451-4417-b658-135e85f7adb5,8
2885,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,1,1,20,8,0,0,0,0,0,7,27.96,32.01,248.35,32.21,52871cd8-c451-4417-b658-135e85f7adb5,9
2886,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,1,1,20,8,0,0,0,0,0,7,26.44,31.4,252.11,31.73,52871cd8-c451-4417-b658-135e85f7adb5,10
2887,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,16,1,0,8,0,0,0,0,0,0,3.92,4.17,1887.98,4.24,52871cd8-c451-4417-b658-135e85f7adb5,1
2888,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,16,1,0,8,0,0,0,0,0,0,3.82,4,1960.22,4.08,52871cd8-c451-4417-b658-135e85f7adb5,2
2889,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,16,1,0,8,0,0,0,0,0,0,3.66,3.91,1929.61,4.15,52871cd8-c451-4417-b658-135e85f7adb5,3
2890,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,16,1,0,8,0,0,0,0,0,0,3.57,3.67,2122.65,3.77,52871cd8-c451-4417-b658-135e85f7adb5,4
2891,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,16,1,0,8,0,0,0,0,0,0,3.71,4.07,1889.84,4.23,52871cd8-c451-4417-b658-135e85f7adb5,5
2892,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,16,1,0,8,0,0,0,0,0,0,3.97,4.14,1845.92,4.33,52871cd8-c451-4417-b658-135e85f7adb5,6
2893,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,16,1,0,8,0,0,0,0,0,0,3.89,4.06,1850.94,4.32,52871cd8-c451-4417-b658-135e85f7adb5,7
2894,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,16,1,0,8,0,0,0,0,0,0,3.79,3.96,2000.63,4,52871cd8-c451-4417-b658-135e85f7adb5,8
2895,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,16,1,0,8,0,0,0,0,0,0,3.79,4.08,1908.21,4.19,52871cd8-c451-4417-b658-135e85f7adb5,9
2896,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,16,1,0,8,0,0,0,0,0,0,4.15,4.32,1834.07,4.36,52871cd8-c451-4417-b658-135e85f7adb5,10
2897,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,16,1,20,8,0,0,0,0,0,0,24.66,24.83,321.76,24.86,52871cd8-c451-4417-b658-135e85f7adb5,1
2898,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,16,1,20,8,0,0,0,0,0,0,25.64,25.8,307.32,26.03,52871cd8-c451-4417-b658-135e85f7adb5,2
2899,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,16,1,20,8,0,0,0,0,0,0,24.59,24.78,321.62,24.87,52871cd8-c451-4417-b658-135e85f7adb5,3
2900,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,16,1,20,8,0,0,0,0,0,0,25.78,25.87,306.95,26.06,52871cd8-c451-4417-b658-135e85f7adb5,4
2901,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,16,1,20,8,0,0,0,0,0,0,25.48,25.81,308.83,25.9,52871cd8-c451-4417-b658-135e85f7adb5,5
2902,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,16,1,20,8,0,0,0,0,0,0,24.88,25.21,317.09,25.23,52871cd8-c451-4417-b658-135e85f7adb5,6
2903,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,16,1,20,8,0,0,0,0,0,0,25.89,25.97,307.21,26.04,52871cd8-c451-4417-b658-135e85f7adb5,7
2904,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,16,1,20,8,0,0,0,0,0,0,26.12,26.36,303.27,26.38,52871cd8-c451-4417-b658-135e85f7adb5,8
2905,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,16,1,20,8,0,0,0,0,0,0,26.02,26.23,304.01,26.32,52871cd8-c451-4417-b658-135e85f7adb5,9
2906,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,8,16,1,20,8,0,0,0,0,0,0,26.22,26.51,301.47,26.54,52871cd8-c451-4417-b658-135e85f7adb5,10
2907,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,32,1,1,0,32,0,0,0,0,0,31,26.31,43.82,701.28,45.63,52871cd8-c451-4417-b658-135e85f7adb5,1
2908,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,32,1,1,0,32,0,0,0,0,0,31,25.58,41.44,743.87,43.02,52871cd8-c451-4417-b658-135e85f7adb5,2
2909,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,32,1,1,0,32,0,0,0,0,0,31,25.52,41.72,736.69,43.44,52871cd8-c451-4417-b658-135e85f7adb5,3
2910,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,32,1,1,0,32,0,0,0,0,0,31,27.13,43.88,700.15,45.7,52871cd8-c451-4417-b658-135e85f7adb5,4
2911,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,32,1,1,0,32,0,0,0,0,0,31,22.52,36.16,833.02,38.41,52871cd8-c451-4417-b658-135e85f7adb5,5
2912,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,32,1,1,0,32,0,0,0,0,0,31,21.75,37.62,814.22,39.3,52871cd8-c451-4417-b658-135e85f7adb5,6
2913,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,32,1,1,0,32,0,0,0,0,0,31,41.96,58.76,528.61,60.54,52871cd8-c451-4417-b658-135e85f7adb5,7
2914,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,32,1,1,0,32,0,0,0,0,0,31,24.22,38.81,790.6,40.48,52871cd8-c451-4417-b658-135e85f7adb5,8
2915,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,32,1,1,0,32,0,0,0,0,0,31,25.74,40.48,758.41,42.19,52871cd8-c451-4417-b658-135e85f7adb5,9
2916,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,32,1,1,0,32,0,0,0,0,0,31,24.26,38.77,793.06,40.35,52871cd8-c451-4417-b658-135e85f7adb5,10
2917,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,32,1,1,20,32,0,0,0,0,0,31,43.5,59.48,523.97,61.07,52871cd8-c451-4417-b658-135e85f7adb5,1
2918,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,32,1,1,20,32,0,0,0,0,0,31,47.58,63.13,491.74,65.08,52871cd8-c451-4417-b658-135e85f7adb5,2
2919,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,32,1,1,20,32,0,0,0,0,0,31,43.42,61.05,510.43,62.69,52871cd8-c451-4417-b658-135e85f7adb5,3
2920,STREAM_LIMIT,TXN_RR,TXN_RR@RR,REPEATABLE READ,NORMAL,32,1,1,20,32,0,0,0,0,0,31,47,61.57,499.59,64.05,52871cd8-c451-4417-b658-135e85f7adb5,4
